date,avg_sentiment,sentiment_std,news_count,weighted_avg_sentiment,weighted_sentiment_std,avg_priority,max_priority,total_priority,drug_specific_count,company_news_count,fda_milestones,market_impacts,drug_news_ratio,has_application_phase,has_clinical_trials,has_regulatory_review,has_approval_process,has_post_approval,has_regulatory_issues,day_importance_score
2022-10-18,0.021590909090909088,0.0,1,0.021590909090909088,0.0,8.0,8,8,0,0,Other,Other,0.0,0,0,0,0,0,0,8
2022-10-24,0.09375,0.0,1,0.09375,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2022-10-25,-0.42775,0.0,1,-0.42775,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2022-11-03,0.30484999999999995,0.0,5,0.45727499999999993,0.0,11.0,11,55,5,0,Other,Other,1.0,0,0,0,0,0,0,61
2022-11-14,-0.36755,0.0,6,-0.36755,0.0,9.0,9,54,0,6,Other,Other,0.0,0,0,0,0,0,0,9
2022-11-16,0.34536666666666666,0.0,2,0.34536666666666666,0.0,7.0,7,14,0,2,Other,Other,0.0,0,0,0,0,0,0,7
2022-11-29,0.006666666666666666,0.021081851067789197,10,0.006666666666666666,0.021081851067789197,5.2,7,52,0,10,Other,Other,0.0,0,0,0,0,0,0,7
2022-11-30,0.0,0.0,6,0.0,0.0,4.0,7,24,0,6,Other,Other,0.0,0,0,0,0,0,0,7
2022-12-01,-0.08,0.0,2,-0.08,0.0,7.0,7,14,0,0,Other,Other,0.0,0,0,0,0,0,0,7
2022-12-02,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2022-12-12,0.0,0.0,1,0.0,0.0,7.0,7,7,0,1,Other,Other,0.0,0,0,0,0,0,0,7
2022-12-13,0.0,0.0,1,0.0,0.0,7.0,7,7,0,0,Other,Other,0.0,0,0,0,0,0,0,7
2022-12-15,0.0,0.0,2,0.0,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2023-01-12,-0.3753,0.0,2,-0.3753,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2023-01-23,0.38915,0.0,1,0.38915,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-02-01,0.04,0.0,1,0.04,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-02-10,0.0,0.0,2,0.0,0.0,4.0,7,8,0,2,Other,Other,0.0,0,0,0,0,0,0,7
2023-02-14,-0.0075000000000000015,0.012076147288491199,10,-0.0075000000000000015,0.012076147288491199,6.6,9,66,0,10,Other,Other,0.0,0,0,0,0,0,0,9
2023-02-22,0.0,0.0,2,0.0,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2023-02-28,0.5146333333333333,0.0,2,0.5146333333333333,0.0,9.0,9,18,0,0,Other,Other,0.0,0,0,0,0,0,0,9
2023-03-08,0.0,0.0,2,0.0,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2023-03-23,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-03-29,0.5869,0.0,1,0.5869,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-04-24,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-04-25,0.04685912698412698,0.09652041493803805,6,0.04685912698412698,0.09652041493803805,1.0,1,6,0,6,Other,Other,0.0,0,0,0,0,0,0,1
2023-04-27,0.32985,0.0,1,0.32985,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-04-28,-0.259330303030303,0.224586630395359,3,-0.259330303030303,0.224586630395359,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2023-05-09,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-05-23,0.16922698412698414,0.2890100957701721,7,0.16922698412698414,0.2890100957701721,9.0,9,63,0,7,Other,Other,0.0,0,0,0,0,0,0,9
2023-05-24,0.19102857142857146,0.1791588886462304,7,0.19102857142857146,0.1791588886462304,5.571428571428571,9,39,0,7,Other,Other,0.0,0,0,0,0,0,0,9
2023-05-25,0.0,0.0,1,0.0,0.0,9.0,9,9,0,1,Other,Other,0.0,0,0,0,0,0,0,9
2023-06-08,0.0,0.0,3,0.0,0.0,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2023-06-09,0.0,0.0,3,0.0,0.0,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2023-07-03,0.6251357142857142,0.0,2,0.6251357142857142,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2023-07-04,0.164925,0.19043898629219805,4,0.164925,0.19043898629219805,5.0,9,20,0,4,Other,Other,0.0,0,0,0,0,0,0,9
2023-07-05,0.10115,0.0,1,0.10115,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-07-17,0.0258,0.0,1,0.0258,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-07-18,0.04755,0.0,7,0.071325,0.0,11.0,11,77,7,0,Other,Other,1.0,0,0,0,0,0,0,81
2023-07-20,0.02255,0.0,3,0.033825,0.0,11.0,11,33,3,0,Other,Other,1.0,0,0,0,0,0,0,41
2023-07-24,0.0,0.0,2,0.0,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2023-08-05,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-08-10,0.0,0.0,8,0.0,0.0,9.0,9,72,0,8,Other,Other,0.0,0,0,0,0,0,0,9
2023-08-11,0.008333333333333335,0.009622504486493764,4,0.008333333333333335,0.009622504486493764,4.0,7,16,0,4,Other,Other,0.0,0,0,0,0,0,0,7
2023-08-12,0.07655,0.0,2,0.07655,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2023-08-17,-0.5258666666666667,0.0,2,-0.5258666666666667,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2023-09-01,0.3053,0.0,1,0.3053,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-09-02,0.10337658402203859,0.12977135505539195,11,0.10337658402203859,0.12977135505539195,2.090909090909091,7,23,0,11,Other,Other,0.0,0,0,0,0,0,0,7
2023-09-04,0.0,0.0,2,0.0,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2023-09-06,0.04645,0.11377879855227861,6,0.04645,0.11377879855227861,1.0,1,6,0,6,Other,Other,0.0,0,0,0,0,0,0,1
2023-09-07,0.0,0.0,3,0.0,0.0,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2023-09-08,0.0,0.0,4,0.0,0.0,1.0,1,4,0,4,Other,Other,0.0,0,0,0,0,0,0,1
2023-09-12,0.04,0.0,1,0.04,0.0,7.0,7,7,0,0,Other,Other,0.0,0,0,0,0,0,0,7
2023-09-15,0.0,0.0,2,0.0,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2023-09-18,0.17251666666666665,0.2988076318190908,3,0.17251666666666665,0.2988076318190908,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2023-09-19,0.0036857142857142857,0.009751483403638062,7,0.0036857142857142857,0.009751483403638062,1.0,1,7,0,7,Other,Other,0.0,0,0,0,0,0,0,1
2023-09-20,0.11549886363636364,0.1495963407195525,4,0.11549886363636364,0.1495963407195525,2.75,8,11,0,4,Other,hospital_adoption|Other,0.0,0,0,0,0,0,0,8
2023-09-22,0.04545454545454545,0.0,3,0.04545454545454545,0.0,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2023-09-29,0.26335,0.0,1,0.26335,0.0,5.0,5,5,0,1,Other,Other,0.0,0,0,0,0,0,0,5
2023-10-06,0.3445444444444445,0.2983842416216851,3,0.3445444444444445,0.2983842416216851,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2023-10-13,-0.10448333333333334,0.0,1,-0.10448333333333334,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-10-18,0.19668333333333332,0.0,1,0.19668333333333332,0.0,15.0,15,15,0,0,Other,financial_impact,0.0,0,0,0,0,0,0,15
2023-11-08,0.016666666666666666,0.03333333333333333,4,0.016666666666666666,0.03333333333333333,1.0,1,4,0,4,Other,Other,0.0,0,0,0,0,0,0,1
2023-11-09,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-11-10,0.35015,0.0,11,0.35015,0.0,9.0,9,99,0,11,Other,Other,0.0,0,0,0,0,0,0,9
2023-11-13,0.0,0.0,2,0.0,0.0,9.0,9,18,0,2,Other,Other,0.0,0,0,0,0,0,0,9
2023-11-30,0.6253,0.0,1,0.6253,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-12-01,0.0,0.0,2,0.0,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2023-12-13,0.0,0.0,2,0.0,0.0,4.0,7,8,0,2,Other,Other,0.0,0,0,0,0,0,0,7
2023-12-15,-0.09971666666666666,0.2134361516550871,3,-0.09971666666666666,0.2134361516550871,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2023-12-18,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-12-19,0.0625,0.0,1,0.0625,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-12-22,-0.125,0.0,1,-0.125,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2023-12-26,0.125,0.0,1,0.125,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-01-04,0.26335,0.0,1,0.26335,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-01-10,-0.03715,0.0,1,-0.03715,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-02-08,0.09758666666666667,0.039995531231857874,10,0.09758666666666667,0.039995531231857874,8.2,9,82,0,10,Other,Other,0.0,0,0,0,0,0,0,9
2024-02-09,-0.2532056818181818,0.2541995748023451,8,-0.2532056818181818,0.2541995748023451,1.875,8,15,0,8,Other,Other,0.0,0,0,0,0,0,0,8
2024-02-10,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-02-20,0.4432500000000001,0.0,3,0.4432500000000001,0.0,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2024-02-21,0.045192307692307684,0.2239682444437844,13,0.045192307692307684,0.2239682444437844,2.6153846153846154,8,34,0,13,Other,Other,0.0,0,0,0,0,0,0,8
2024-02-23,-0.3592,0.0,1,-0.3592,0.0,7.0,7,7,0,1,Other,Other,0.0,0,0,0,0,0,0,7
2024-02-29,0.10568,0.1555060955396926,5,0.10568,0.1555060955396926,2.4,8,12,0,5,Other,Other,0.0,0,0,0,0,0,0,8
2024-03-04,0.10401111111111111,0.15220030783051558,3,0.10401111111111111,0.15220030783051558,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2024-03-14,0.05416133333333334,0.12120915871152459,25,0.05416133333333334,0.12120915871152459,2.28,8,57,0,25,Other,Other,0.0,0,0,0,0,0,0,8
2024-03-15,0.002905000000000002,0.11156349076746488,10,0.002905000000000002,0.11156349076746488,3.0,8,30,0,10,Other,Other,0.0,0,0,0,0,0,0,8
2024-03-17,0.0,0.0,2,0.0,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2024-03-18,0.17,0.0,2,0.17,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2024-03-28,0.36755,0.0,1,0.36755,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-04-09,0.0,0.0,3,0.0,0.0,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2024-04-12,0.31074999999999997,0.0,3,0.31074999999999997,0.0,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2024-04-17,0.0,0.0,3,0.0,0.0,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2024-04-18,0.004166666666666667,0.006454972243679028,6,0.004166666666666667,0.006454972243679028,1.0,1,6,0,6,Other,Other,0.0,0,0,0,0,0,0,1
2024-04-24,0.26335,0.0,2,0.26335,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2024-05-02,-0.401,0.0,1,-0.401,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-05-03,0.35015,0.0,1,0.35015,0.0,9.0,9,9,0,0,Other,Other,0.0,0,0,0,0,0,0,9
2024-05-13,0.06666666666666667,0.0,1,0.06666666666666667,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-05-15,0.07783,0.17403317068880864,5,0.07783,0.17403317068880864,7.4,9,37,0,5,Other,Other,0.0,0,0,0,0,0,0,9
2024-05-16,0.3162217391304348,0.26697431015681383,23,0.3162217391304348,0.26697431015681383,8.565217391304348,9,197,0,20,Other,Other,0.0,0,0,0,0,0,0,9
2024-05-17,0.2720967720685112,0.142027532005259,23,0.2720967720685112,0.142027532005259,6.913043478260869,9,159,0,23,Other,Other,0.0,0,0,0,0,0,0,9
2024-05-18,-0.26620000000000005,0.0,1,-0.26620000000000005,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-05-20,0.131675,0.18621657082547727,2,0.131675,0.18621657082547727,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2024-05-24,0.013333333333333332,0.029814239699997195,5,0.013333333333333332,0.029814239699997195,3.8,8,19,0,5,Other,Other,0.0,0,0,0,0,0,0,8
2024-05-30,0.03333333333333333,0.0,1,0.03333333333333333,0.0,5.0,5,5,0,1,Other,Other,0.0,0,0,0,0,0,0,5
2024-06-04,0.31035,0.0,2,0.31035,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2024-06-11,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-06-13,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-06-19,0.0,0.0,1,0.0,0.0,7.0,7,7,0,0,Other,Other,0.0,0,0,0,0,0,0,7
2024-06-20,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-06-22,0.06666666666666667,0.0,1,0.06666666666666667,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-06-24,0.10493729603729604,0.30699870204932517,13,0.10493729603729604,0.30699870204932517,1.7692307692307692,6,23,0,13,Other,Other,0.0,0,0,0,0,0,0,6
2024-06-30,0.40035,0.0,2,0.40035,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2024-07-03,0.3404,0.0,1,0.3404,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-07-05,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-07-08,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-07-19,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-07-22,-0.041666666666666664,0.0,1,-0.041666666666666664,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-07-23,0.033766233766233764,0.0,1,0.033766233766233764,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-07-26,-0.2033625,0.135575,4,-0.2033625,0.135575,1.0,1,4,0,4,Other,Other,0.0,0,0,0,0,0,0,1
2024-07-29,0.26335,0.0,1,0.26335,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-07-31,-0.32985,0.0,1,-0.32985,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-08-04,0.0,0.0,1,0.0,0.0,9.0,9,9,0,0,Other,Other,0.0,0,0,0,0,0,0,9
2024-08-05,-0.29335,0.0,1,-0.29335,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-08-07,0.0,0.0,6,0.0,0.0,9.0,9,54,0,6,Other,Other,0.0,0,0,0,0,0,0,9
2024-08-08,0.3536607142857143,0.07685209703855835,28,0.3536607142857143,0.07685209703855835,9.0,9,252,0,24,Other,Other,0.0,0,0,0,0,0,0,9
2024-08-09,0.1635752840909091,0.17069191540942943,16,0.1635752840909091,0.17069191540942943,7.375,9,118,0,16,Other,Other,0.0,0,0,0,0,0,0,9
2024-08-16,0.24408333333333332,0.0,1,0.24408333333333332,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-08-18,0.1909,0.0,1,0.1909,0.0,7.0,7,7,0,0,Other,Other,0.0,0,0,0,0,0,0,7
2024-08-22,0.0,0.0,1,0.0,0.0,9.0,9,9,0,0,Other,Other,0.0,0,0,0,0,0,0,9
2024-08-26,-0.48250000000000004,0.0,1,-0.48250000000000004,0.0,8.0,8,8,0,1,Other,Other,0.0,0,0,0,0,0,0,8
2024-08-29,0.3109,0.05577203600371786,3,0.3109,0.05577203600371786,3.3333333333333335,8,10,0,3,Other,Other,0.0,0,0,0,0,0,0,8
2024-08-30,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-08-31,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-09-01,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-09-02,0.11877,0.25631139654724683,5,0.21108000000000002,0.43290445481653345,5.4,11,27,0,3,approval_process|Other,Other,0.0,0,0,0,1,0,0,31
2024-09-05,0.22213214285714283,0.13864466946387913,4,0.22213214285714283,0.13864466946387913,1.0,1,4,0,4,Other,Other,0.0,0,0,0,0,0,0,1
2024-09-12,0.21475,0.24953926210785615,4,0.21475,0.24953926210785615,4.0,7,16,0,2,Other,Other,0.0,0,0,0,0,0,0,7
2024-09-14,0.06666666666666667,0.0,2,0.06666666666666667,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2024-09-18,0.26335,0.0,5,0.26335,0.0,1.0,1,5,0,5,Other,Other,0.0,0,0,0,0,0,0,1
2024-09-19,0.06631666666666666,0.4182065206197637,2,-0.025443333333333346,0.5479747571031189,9.5,10,19,0,0,regulatory_review|Other,Other,0.0,0,0,1,0,0,0,25
2024-09-24,-0.08809999999999998,0.0,1,-0.08809999999999998,0.0,9.0,9,9,0,0,Other,Other,0.0,0,0,0,0,0,0,9
2024-09-26,0.10231666666666667,0.16324256321328837,4,0.10231666666666667,0.16324256321328837,3.0,9,12,0,3,Other,Other,0.0,0,0,0,0,0,0,9
2024-09-27,0.055016666666666665,0.1455604179637369,7,0.055016666666666665,0.1455604179637369,1.8571428571428572,7,13,0,6,Other,Other,0.0,0,0,0,0,0,0,7
2024-09-28,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-09-29,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-09-30,0.18155238095238094,0.10867313777109719,7,0.18155238095238094,0.10867313777109719,6.714285714285714,9,47,0,6,Other,Other,0.0,0,0,0,0,0,0,9
2024-10-03,-0.20125454545454546,0.1462441553100526,6,-0.20125454545454546,0.1462441553100526,3.1666666666666665,8,19,0,4,Other,Other,0.0,0,0,0,0,0,0,8
2024-10-04,-0.26074545454545456,0.0,2,-0.26074545454545456,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2024-10-17,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-10-23,-0.025925925925925925,0.0,1,-0.025925925925925925,0.0,9.0,9,9,0,0,Other,Other,0.0,0,0,0,0,0,0,9
2024-10-24,0.05135,0.0,2,0.05135,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2024-10-25,0.06666666666666667,0.0,1,0.06666666666666667,0.0,8.0,8,8,0,0,Other,Other,0.0,0,0,0,0,0,0,8
2024-10-26,0.6275166666666666,0.0,1,0.6275166666666666,0.0,9.0,9,9,0,0,Other,Other,0.0,0,0,0,0,0,0,9
2024-10-29,0.3181727272727273,0.0,1,0.3181727272727273,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-10-30,0.10023357575757576,0.24368753543250077,50,0.10023357575757576,0.24368753543250077,8.68,9,434,0,48,Other,Other,0.0,0,0,0,0,0,0,9
2024-10-31,-0.004888541666666666,0.0692410220731286,16,-0.004888541666666666,0.0692410220731286,4.375,9,70,0,14,Other,Other,0.0,0,0,0,0,0,0,9
2024-11-01,-0.10071363636363637,0.14243059046136666,2,-0.10071363636363637,0.14243059046136666,8.0,9,16,0,1,Other,Other,0.0,0,0,0,0,0,0,9
2024-11-04,0.09375,0.0625,4,0.09375,0.0625,7.0,9,28,0,4,Other,Other,0.0,0,0,0,0,0,0,9
2024-11-11,0.32540740740740737,0.21372709398239734,9,0.32540740740740737,0.21372709398239734,1.0,1,9,0,9,Other,Other,0.0,0,0,0,0,0,0,1
2024-11-14,0.0,0.0,2,0.0,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2024-11-19,0.0,0.0,1,0.0,0.0,8.0,8,8,0,0,Other,Other,0.0,0,0,0,0,0,0,8
2024-11-21,0.0,0.0,2,0.0,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2024-11-22,-0.1909,0.0,2,-0.1909,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2024-11-27,0.1328,0.12759320776070596,4,0.1328,0.12759320776070596,2.0,5,8,0,3,Other,Other,0.0,0,0,0,0,0,0,5
2024-11-28,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-12-01,0.19825833333333331,0.18609871969527952,2,0.19825833333333331,0.18609871969527952,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2024-12-02,0.2908045454545455,0.19355217830671073,11,0.44183181818181816,0.35164808208827714,4.636363636363637,11,51,0,11,approval_process|Other,Other,0.0,0,0,0,1,0,0,31
2024-12-08,0.125,0.0,1,0.125,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2024-12-09,0.3170288888888889,0.13860816877304627,5,0.3170288888888889,0.13860816877304627,1.0,1,5,0,5,Other,Other,0.0,0,0,0,0,0,0,1
2024-12-10,0.09025,0.15631758538309118,3,0.09025,0.15631758538309118,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2024-12-12,0.5258666666666667,0.0,1,0.5258666666666667,0.0,5.0,5,5,0,0,Other,Other,0.0,0,0,0,0,0,0,5
2024-12-15,0.317925,0.2290241926813264,4,0.317925,0.2290241926813264,1.0,1,4,0,4,Other,Other,0.0,0,0,0,0,0,0,1
2024-12-16,0.10745,0.18610885927327586,3,0.10745,0.18610885927327586,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2024-12-22,0.0,0.0,1,0.0,0.0,7.0,7,7,0,1,Other,Other,0.0,0,0,0,0,0,0,7
2024-12-24,0.27867777777777775,0.1271531189084568,3,0.27867777777777775,0.1271531189084568,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2024-12-31,-0.06666666666666667,0.0,1,-0.06666666666666667,0.0,8.0,8,8,0,0,Other,Other,0.0,0,0,0,0,0,0,8
2025-01-02,0.36755,0.0,1,0.36755,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2025-01-03,0.19376111111111113,0.20083945795179384,3,0.19376111111111113,0.20083945795179384,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2025-01-07,0.294925,0.13102120229184283,26,0.3919576923076923,0.2777817091502994,4.230769230769231,15,110,0,26,approval_process|Other,Other,0.0,0,0,0,1,0,0,35
2025-01-08,0.13405714285714285,0.3181362685346373,7,0.13405714285714285,0.3181362685346373,1.8571428571428572,7,13,0,6,Other,Other,0.0,0,0,0,0,0,0,7
2025-01-10,0.4563,0.0,1,0.4563,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2025-01-12,0.29685416666666664,0.20994789096653554,4,0.29685416666666664,0.20994789096653554,1.0,1,4,0,4,Other,Other,0.0,0,0,0,0,0,0,1
2025-01-13,0.21717468434343434,0.1782034018052285,24,0.21717468434343434,0.1782034018052285,1.0,1,24,0,24,Other,Other,0.0,0,0,0,0,0,0,1
2025-01-14,0.23405303030303026,0.11998449816354644,33,0.23405303030303026,0.11998449816354644,2.3333333333333335,5,77,0,31,Other,Other,0.0,0,0,0,0,0,0,5
2025-01-15,0.08333333333333333,0.03608439182435161,3,0.08333333333333333,0.03608439182435161,2.3333333333333335,5,7,0,2,Other,Other,0.0,0,0,0,0,0,0,5
2025-01-16,0.04232777777777777,0.17891946950979065,8,0.04232777777777777,0.17891946950979065,4.0,7,32,0,8,Other,Other,0.0,0,0,0,0,0,0,7
2025-01-17,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2025-01-20,-0.0489111111111111,0.21157268714190033,9,-0.0489111111111111,0.21157268714190033,1.0,1,9,0,9,Other,Other,0.0,0,0,0,0,0,0,1
2025-01-21,0.0,0.0,3,0.0,0.0,1.0,1,3,0,3,Other,Other,0.0,0,0,0,0,0,0,1
2025-01-22,0.49934999999999996,0.0,2,0.49934999999999996,0.0,1.0,1,2,0,2,Other,Other,0.0,0,0,0,0,0,0,1
2025-01-23,0.12555,0.15658836163648945,7,0.12555,0.15658836163648945,5.571428571428571,9,39,0,3,Other,Other,0.0,0,0,0,0,0,0,9
2025-01-27,0.26995,0.1905669304994967,4,0.26995,0.1905669304994967,1.0,1,4,0,4,Other,Other,0.0,0,0,0,0,0,0,1
2025-01-28,0.32985,0.0,1,0.32985,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
2025-01-29,0.16418333333333332,0.17612069961629534,3,0.16418333333333332,0.17612069961629534,3.6666666666666665,9,11,0,2,Other,Other,0.0,0,0,0,0,0,0,9
2025-01-30,0.21158196428571427,0.16319230718224081,40,0.21158196428571427,0.16319230718224081,8.2,9,328,0,35,Other,Other,0.0,0,0,0,0,0,0,9
2025-01-31,0.1045256703944204,0.25823274067223384,24,0.1045256703944204,0.25823274067223384,6.666666666666667,9,160,0,20,Other,Other,0.0,0,0,0,0,0,0,9
2025-02-01,0.3668777777777778,0.43602454579649186,3,0.3668777777777778,0.43602454579649186,6.333333333333333,9,19,0,3,Other,Other,0.0,0,0,0,0,0,0,9
2025-02-03,0.0,0.0,1,0.0,0.0,1.0,1,1,0,1,Other,Other,0.0,0,0,0,0,0,0,1
