Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Company,Type,Source,Daily_Return,Daily_Return_Percent,MA_20,MA_50,MA_200,RSI,MACD,MACD_Signal,BB_Middle,BB_Upper,BB_Lower,Volume_MA_20,Volume_Ratio,Volatility_20D,Price_Change_5D,Price_Change_20D,NIFTY50_Close,NIFTY50_Return,NIFTY_PHARMA_Close,NIFTY_PHARMA_Return,Year,Month,Day_of_Week,Is_Month_End,Is_Quarter_End,avg_sentiment,sentiment_std,news_count,weighted_avg_sentiment,weighted_sentiment_std,avg_priority,max_priority,total_priority,drug_specific_count,company_news_count,fda_milestones,market_impacts,drug_news_ratio,has_application_phase,has_clinical_trials,has_regulatory_review,has_approval_process,has_post_approval,has_regulatory_issues,day_importance_score,Return_1D,Return_3D,Return_5D,MA_5,Price_Above_MA_5,MA_10,Price_Above_MA_10,Price_Above_MA_20,Volatility_5D,Momentum_5D,Momentum_20D,Volume_MA_10,High_Volume,Positive_Sentiment,Negative_Sentiment,Strong_Sentiment,Sentiment_Change,Sentiment_MA_3,Major_FDA_Event,Minor_FDA_Event,Days_Since_FDA,Is_Monday,Is_Friday,Is_Earnings_Month,RSI_Oversold,RSI_Overbought,MACD_Positive,Sentiment_Volume_Signal,FDA_Sentiment_Signal,Next_Day_Up,Next_3Day_Up,Next_Day_Significant_Up,Next_Day_Significant_Down,Next_Day_Significant_Move,Next_Day_Return_Clean
2016-04-21,92.65902189407991,92.70008097042724,89.7852398592862,90.61453247070312,4679478,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.0267220186313008,-2.672201863130086,84.04054946899414,79.81715240478516,77.19708095550537,83.61528612418617,3.6609292281934818,2.846447522247839,84.04054946899414,96.41977475704776,71.66132418094053,5732067.3,0.5191275695964807,0.31337701692074915,0.9790446658415108,18.93521936221152,7912.0498046875,-0.0003411598992387,11320.650390625,0.0047171413911692,2016,4,3,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,-0.02672201863130086,-0.004599932584160582,0.009790446658415108,91.55877838134765,0,89.76225433349609,1,1,0.2767453344911447,0.009790446658415108,0.1893521936221152,9014118.6,0,0,0,0,0.0,0.0,0,0,30,0,0,1,0,1,1,0,0.0,0,1,0,0,0,0.0
2016-04-22,90.45033389787538,92.2895507998752,90.00694541258454,90.47496032714844,3156114,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.0015402843202861,-0.1540284320286189,84.79307060241699,80.09090103149414,77.26941829681397,83.61528612418617,3.5580936419100055,2.988776746180273,84.79307060241699,96.7909213874107,72.79521981742327,5784003.9,0.47717785799330975,0.3079880849767601,-0.7654760878679112,19.95427898618709,7899.2998046875,-0.0016114660947212,11286.75,-0.0029945621015797,2016,4,4,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,-0.0015402843202861893,-0.015193466630802344,-0.007654760878679112,91.41919708251953,0,90.15144729614258,1,1,0.24756279252697608,-0.007654760878679112,0.1995427898618709,6614124.0,0,0,0,0,0.0,0.0,0,0,30,0,1,1,0,1,1,0,0.0,1,1,1,0,1,0.013249728006379025
2016-04-25,91.20571408334496,92.60976617914754,90.4585320698616,91.6737289428711,3922602,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.013249728006379,1.3249728006379025,85.52999114990234,80.371875,77.34754417419434,84.42096039586204,3.532604640326028,3.097542325009424,85.52999114990234,97.30412119213202,73.75586110767267,5904150.3,0.650174353248732,0.3057911109643396,0.7035333979108493,19.156885724468676,7855.0498046875,-0.0056017623199643,11185.25,-0.0089928455932841,2016,4,0,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.013249728006379025,-0.015345337913582724,0.007035333979108271,91.54728698730469,1,90.5866195678711,1,1,0.2685590583063848,0.007035333979108271,0.19156885724468675,6033153.0,0,0,0,0,0.0,0.0,0,0,30,1,0,1,0,1,1,0,0.0,1,1,1,0,1,0.012718191849621308
2016-04-26,91.63266511252922,93.4554639365919,91.16465031566791,92.83965301513672,6533682,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0127181918496213,1.2718191849621308,86.33670310974121,80.68257171630859,77.43314186096191,84.35624977756471,3.565385210200617,3.191110902047663,86.33670310974121,97.7710508528544,74.90235536662802,6158441.1,1.1599283926831692,0.30270918960017573,1.0545862793832406,21.034029273323117,7962.64990234375,0.0136982069282411,11295.599609375,0.0098656363849711,2016,4,1,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.012718191849621308,0.02455589058138119,0.010545862793832406,91.74105834960938,1,91.06038208007813,1,1,0.2759578874864963,0.010545862793832406,0.21034029273323118,5632831.2,0,0,0,0,0.0,0.0,0,0,30,0,0,1,0,1,1,0,0.0,1,1,1,0,1,0.011585891944392746
2016-04-27,94.91700595168244,95.47534026377376,92.70829512987838,93.915283203125,10925106,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0115858919443927,1.1585891944392746,87.22306022644042,81.05550689697266,77.52181865692138,85.10546049558921,3.6362420795393433,3.280137137545999,87.22306022644042,98.07871067255032,76.36740978033053,6655342.8,1.7846239080045347,0.2963821308426723,0.8730881938389556,23.2675874903316,7979.89990234375,0.002166364239488,11270.5498046875,-0.0022176604654708,2016,4,2,False,False,0.0,0.0,2.0,0.0,0.0,7.0,7.0,14.0,0.0,2.0,Other,Other,0.0,0,0,0,0,0,0,7.0,0.011585891944392746,0.038025138265180836,0.008730881938389556,91.90363159179688,1,91.6433494567871,1,1,0.2715785590565059,0.008730881938389556,0.23267587490331598,6121796.4,0,0,0,0,0.0,0.0,0,0,30,0,0,1,0,1,1,0,0.0,1,1,0,0,0,0.0
2016-04-28,94.24372143748047,94.88416641146507,93.53759095599354,94.53109741210938,6660552,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0065571245486473,0.655712454864732,88.00431938171387,81.44355010986328,77.61558616638183,79.4046302521625,3.6994428447851817,3.3639982789938356,88.00431938171387,98.58523189126817,77.42340687215957,6808742.4,1.071507893672112,0.2814568331643112,4.3222260653085876,19.802296498012637,7847.25,-0.0166230032916565,11179.400390625,-0.0080873973002266,2016,4,3,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,Other,Other,0.0,0,0,0,0,0,0,1.0,0.0065571245486473195,0.031168891046407854,0.043222260653085876,92.68694458007812,1,92.12286148071288,1,1,0.09864472823154913,0.043222260653085876,0.1980229649801264,6216054.0,0,0,0,0,0.0,0.0,0,0,30,0,0,1,0,1,1,0,0.0,1,1,1,0,1,0.01693725293332382
2016-04-29,94.3422383447378,96.8711676653464,94.1780245957449,96.13219451904295,7570914,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.016937252933324,1.6937252933324043,88.85126457214355,81.91090927124023,77.70762935638427,80.63962870608039,3.8345230671697834,3.4581032366290256,88.85126457214355,99.17111182907956,78.53141731520755,6876409.8,1.241485495345877,0.2819186408832987,6.25281754359277,21.38931676740985,7849.7998046875,0.0003249297126382,11293.25,0.0101838743936994,2016,4,4,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.01693725293332382,0.03546481914758348,0.06252817543592748,93.81839141845703,1,92.61879425048828,1,1,0.0594132615951523,0.06252817543592748,0.2138931676740985,6098269.2,0,0,0,0,0.0,0.0,0,0,30,0,1,1,0,1,1,0,0.0,1,1,1,0,1,0.0378374568926827
2016-05-02,96.14041173582082,100.17192164329508,95.80376788302414,99.76959228515624,11342964,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0378374568926827,3.7837456892682697,89.88705825805664,82.4411636352539,77.81395935058593,83.84946340327558,4.186819666420561,3.603846522587333,89.88705825805664,100.22484817058572,79.54926834552755,7339872.9,1.6879002805051257,0.2949621009930389,8.831170538868683,26.20480616700167,7805.89990234375,-0.0055924868704976,11271.900390625,-0.0018904752285657,2016,5,0,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.0378374568926827,0.06233606376258516,0.0883117053886866,95.43756408691407,1,93.49242553710937,1,1,0.19292960915818852,0.0883117053886866,0.2620480616700165,6720161.4,0,0,0,0,0.0,0.0,0,0,30,1,0,0,0,1,1,0,0.0,1,1,0,0,0,0.0
2016-05-03,100.67278462087585,101.40354149007707,99.3097841039286,100.5660400390625,11135580,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0079828706889959,0.7982870688995947,90.94666328430176,82.94809921264648,77.92821277618408,84.63992234453767,4.47865676966093,3.778808572002053,90.94666328430176,101.08976315545554,80.80356341314798,7725430.8,1.5345676466817981,0.2939089168940399,8.322292008853216,26.699066034289153,7747.0,-0.0075455620851691,11148.150390625,-0.0109786278898387,2016,5,1,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.007982870688996169,0.06384081844140366,0.08322292008853216,96.98284149169922,1,94.3619499206543,1,1,0.20244158101752655,0.08322292008853216,0.26699066034289154,7256492.4,0,0,0,0,0.0,0.0,0,0,30,0,0,0,0,1,1,0,0.0,1,1,1,0,1,0.014533062972408306
2016-05-04,100.56604380426556,103.20992678139172,99.86812214367778,102.02757263183594,8998926,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0145330629724083,1.4533062972408306,92.01735343933106,83.51563095092773,78.05511093139648,84.47720642616484,4.772854743762537,3.97761780635415,92.01735343933106,102.08849059068778,81.94621628797434,8097112.8,1.201042982076912,0.29375961124935773,8.637879961630146,26.563455877453855,7706.5498046875,-0.0052214012278947,11182.0,0.0030363430873219,2016,5,2,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.014533062972408306,0.06132574151966508,0.08637879961630146,98.60529937744141,1,95.25446548461915,1,1,0.19928452567575664,0.08637879961630146,0.26563455877453857,7492591.8,0,0,0,0,0.0,0.0,0,0,30,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0.0
2016-05-05,102.06862100673274,102.96359915855756,100.7959474463197,101.69092559814452,6349422,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.0032995691753462,-0.329956917534624,93.06217956542969,84.0332405090332,78.1809827041626,81.44329285565384,4.922105190940826,4.166515283271486,93.06217956542967,102.54981381671308,83.5745453141463,8336852.4,0.8289509387659951,0.2968445496718358,7.574045348084568,25.86382438183459,7735.5,0.0037565701962882,11233.400390625,0.0045967081582005,2016,5,3,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,-0.0032995691753463507,0.019257704366444806,0.07574045348084546,100.03726501464844,1,96.36210479736329,1,1,0.23936199250957338,0.07574045348084546,0.25863824381834566,7659586.2,0,0,0,0,0.0,0.0,0,0,30,0,0,0,0,1,1,0,0.0,0,0,0,1,1,-0.010738899647103284
2016-05-06,100.82878372078171,102.61873990943629,100.26223312707312,100.598876953125,3729888,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.0107388996471033,-1.0738899647103397,93.76297187805176,84.5262174987793,78.30081951141358,77.05523940065893,4.8958319435048026,4.312378615318149,93.76297187805176,103.30592141329168,84.22002234281184,7165543.8,0.4833361552546192,0.20663043002862047,4.646395992964902,16.187751963654406,7733.4501953125,-0.0002649867090039,11121.400390625,-0.0099702668920687,2016,5,4,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,-0.010738899647103284,0.0003265209015861359,0.046463959929649024,100.93060150146485,0,97.37449645996094,1,1,0.2973882629868054,0.046463959929649024,0.16187751963654406,7716963.6,0,0,0,0,0.0,0.0,0,0,30,0,1,0,0,1,1,0,0.0,0,1,0,0,0,0.0
2016-05-09,100.82879403987968,101.15722157411054,99.8599140208376,100.22940063476562,5101392,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.0036727678235566,-0.3672767823556633,94.40834159851075,85.01164093017579,78.41540138244629,74.28434507483384,4.789980639422382,4.407899020138996,94.40834159851076,103.86262025685096,84.95406294017054,6933997.8,0.6511159967507201,0.2104149747301103,0.4608702301751144,14.781376387339272,7866.0498046875,0.0171462421074843,11183.25,0.0055613148706648,2016,5,0,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,-0.003672767823556633,-0.017624373007078864,0.004608702301751366,101.02256317138672,0,98.2300636291504,1,1,0.1607209582456238,0.004608702301751366,0.14781376387339273,7834842.6,0,0,0,0,0.0,0.0,0,0,30,1,0,0,0,1,1,0,0.0,1,1,1,0,1,0.013516813389206739
2016-05-10,100.78773283043505,102.27389558101711,100.1062363147762,101.5841827392578,4492440,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0135168133892069,1.351681338920696,95.08244934082032,85.49328735351563,78.53445816040039,74.46706991672954,4.760535818183413,4.478426379747879,95.08244934082032,104.56601692481888,85.59888175682175,6631774.8,0.5887308606839874,0.2115993091356678,1.0124120426734828,15.302888217914056,7887.7998046875,0.0027650473287161,11266.849609375,0.0074754306105111,2016,5,1,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.013516813389206739,-0.0010496792930033694,0.010124120426734828,101.22619171142577,1,99.1045166015625,1,1,0.17964111989350254,0.010124120426734828,0.15302888217914035,7630718.4,0,0,0,0,0.0,0.0,0,0,30,0,0,0,0,1,1,0,0.0,1,1,1,0,1,0.012851673343176051
2016-05-11,100.82879473298688,104.04742969392106,100.58247032200828,102.88970947265624,8953212,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.012851673343176,1.285167334317605,95.82265434265136,85.99693893432617,78.64916328430176,88.00207851103028,4.78735997607923,4.540213099014149,95.82265434265136,105.31775258265222,86.3275561026505,6777662.7,1.20443611581577,0.21059796412795714,0.8450037755296957,16.80649101641436,7848.85009765625,-0.0049379685077838,11186.400390625,-0.0071403472611419,2016,5,2,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.012851673343176051,0.022771949239539513,0.008450037755296735,101.39861907958984,1,100.00195922851563,1,1,0.17254730256904544,0.008450037755296735,0.1680649101641436,7433529.0,0,0,0,0,0.0,0.0,0,0,30,0,0,0,0,1,1,0,0.0,0,1,0,0,0,0.0
2016-05-12,102.96359562157258,103.62867448534789,102.39705252815205,102.88148498535156,3717678,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-7.993498423541912e-05,-0.0079934984235419,96.47992973327636,86.52604370117187,78.76649578094482,88.7236365091128,4.753163160901124,4.582803111391544,96.47992973327636,106.02080536979896,86.93905409675376,6677647.8,0.5207384323933747,0.20831345225583522,1.1707626616673794,14.649094183460898,7900.39990234375,0.0065678161827671,11264.599609375,0.0069905613977072,2016,5,3,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,-7.993498423530809e-05,0.026460143768095357,0.011707626616674016,101.63673095703125,1,100.83699798583984,1,1,0.1680894614195543,0.011707626616674016,0.14649094183460898,7139241.6,0,0,0,0,0.0,0.0,0,0,30,0,0,0,0,1,1,0,0.0,1,0,0,0,0,0.0
2016-05-13,102.79939223186898,104.3101814838842,102.58591056994756,103.20993041992188,3609786,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0031924639755838,0.3192463975583814,97.081782913208,87.08848449707031,78.89101280212402,88.07579941468839,4.698404458195469,4.605923380752329,97.081782913208,106.731085152139,87.432480674277,6420699.0,0.5353279718862893,0.2058644418359844,2.595509558236442,13.2024625508673,7814.89990234375,-0.01082223698254,11157.650390625,-0.0094942760913571,2016,5,4,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.0031924639755838147,0.01600394507122216,0.025955095582364418,102.15894165039063,1,101.54477157592774,1,1,0.12253846635349656,0.025955095582364418,0.132024625508673,6743128.8,0,0,0,0,0.0,0.0,0,0,30,0,1,0,0,1,1,0,0.0,0,0,0,0,0,0.0
2016-05-16,103.45624938495192,104.01458369679636,102.65159066980996,102.97180938720705,2359176,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.0023071523422796,-0.2307152342279628,97.6787094116211,87.61364807128906,79.01483184814452,85.62344420600859,4.582963859925286,4.60133147658692,97.6787094116211,107.22912414519796,88.12829467804423,6282455.7,0.40364012085373696,0.20627400903137108,2.7361320481549045,13.114467636960846,7860.75,0.0058670102277955,11205.400390625,0.0042795748502857,2016,5,0,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,-0.002307152342279517,0.000797940969719857,0.027361320481549267,102.70742340087891,1,101.86499328613282,1,1,0.11657422706878134,0.027361320481549267,0.13114467636960847,5844750.0,0,0,0,0,0.0,0.0,0,0,30,1,0,0,0,1,1,0,0.0,0,0,0,0,0,0.0
2016-05-17,103.1442282707124,103.43160420426392,101.06688868606813,102.76653289794922,3366528,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.0019935212411963,-0.1993521241196338,98.22349624633789,88.12698806762695,79.14788803100586,83.14866785414884,4.423916105899053,4.565848402449347,98.22349624633787,107.62078298366065,88.82620950901514,6162168.6,0.6642917193731507,0.2079779745354939,1.1639116709007968,11.859847900074485,7890.75,0.0038164297299876,11251.650390625,0.0041274741095993,2016,5,1,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,-0.00199352124119645,-0.001117325312894879,0.011639116709007968,102.94389343261719,0,102.08504257202148,1,1,0.09959695264408713,0.011639116709007968,0.11859847900074483,5067844.8,0,0,0,0,0.0,0.0,0,0,30,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0.0
2016-05-18,102.15893646022732,103.0292806345879,101.6006021779121,102.31494140625,3310230,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.0043943439460749,-0.4394343946074963,98.68412246704102,88.63031066894531,79.28123161315918,79.51418540658506,4.212866651345394,4.495252052228556,98.68412246704102,107.92634458622672,89.44190034785531,5995783.5,0.7357740634413669,0.2088274732307538,-0.5586254148759129,9.89504323484487,7870.14990234375,-0.0026106640884896,11271.2998046875,0.001746358390132,2016,5,2,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,-0.004394343946074963,-0.008671539744581791,-0.005586254148759018,102.82893981933594,0,102.1137794494629,1,1,0.04529990308309503,-0.005586254148759018,0.09895043234844869,4498975.2,0,0,0,0,0.0,0.0,0,0,30,0,0,0,0,1,1,0,0.0,0,1,0,0,0,0.0
2016-05-19,102.30673479518175,103.1934966054202,101.36248877312536,101.6580810546875,1549590,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.006419984633079,-0.6419984633079023,99.23629989624024,89.08404022216797,79.41285099029541,72.56868081361907,3.9471055218544393,4.385622746153733,99.23629989624024,107.7385204084598,90.73407938402067,5839289.1,0.38556673276116676,0.17838361661313626,-1.189139066993694,12.18739233417654,7783.39990234375,-0.0110226617124745,11246.0,-0.0022446217495677,2016,5,3,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,-0.006419984633079023,-0.012758135846477225,-0.011891390669936941,102.58425903320312,0,102.1104949951172,0,1,0.05700804275013461,-0.011891390669936941,0.12187392334176539,4018992.0,0,0,0,0,0.0,0.0,0,0,30,0,0,0,0,1,1,0,0.0,1,1,0,0,0,0.0
2016-05-20,101.8961932161559,102.79938771429538,101.4692299110762,102.1507339477539,1643292,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0048461754142434,0.4846175414243481,99.82008857727051,89.53859115600586,79.54114501953126,63.08659938194215,3.733206799086261,4.255139556740239,99.82008857727052,107.33545529236468,92.30472186217634,5763648.0,0.4312724970471088,0.17631433803112262,-1.0262544193746723,12.904977883811195,7749.7001953125,-0.0043296897826234,11070.650390625,-0.0155921758291837,2016,5,4,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.004846175414243481,-0.005992212959123777,-0.010262544193746725,102.37241973876954,0,102.26568069458008,0,1,0.06745227453068689,-0.010262544193746725,0.12904977883811197,3810332.4,0,0,0,0,0.0,0.0,0,0,30,0,1,0,0,0,1,0,0.0,1,1,1,0,1,0.030222641535081474
2016-05-23,102.81580644353524,105.66496227209734,102.29031487403934,105.23799896240234,5575548,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0302226415350814,3.0222641535081474,100.49830207824706,90.04536270141601,79.68967868804931,70.51182851021667,3.769356213480094,4.15798288808821,100.49830207824706,107.3358856262612,93.66071853023293,5846295.3,1.445285320532777,0.19471838077833112,2.2007863984148557,14.79624552851362,7731.0498046875,-0.0024065951139995,10958.5,-0.0101304247417994,2016,5,0,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.030222641535081474,0.02856921497463505,0.022007863984148335,102.82565765380859,1,102.76654052734375,1,1,0.23841956266991668,0.022007863984148335,0.14796245528513619,3857748.0,0,0,0,0,0.0,0.0,0,0,30,1,0,0,0,1,1,0,0.0,1,1,0,0,0,0.0
2016-05-24,105.75528842736388,106.30540645876708,104.73714797709285,105.77991485595705,5524842,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0051494317537175,0.5149431753717515,101.14531517028809,90.60156356811524,79.84835262298584,67.92149083459715,3.7979525357702784,4.085976817624624,101.14531517028809,107.35129897070942,94.93933136986676,5795853.3,1.3948136995677747,0.1936175450945792,2.932260019903765,13.938291904979994,7748.85009765625,0.0023024418957897,10851.150390625,-0.0097960130834512,2016,5,1,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.005149431753717737,0.040546051612484924,0.029322600199037874,103.42833404541015,1,103.18611373901368,1,1,0.23154732648334242,0.029322600199037874,0.13938291904980016,3960988.2,0,0,0,0,0.0,0.0,0,0,30,0,0,0,0,0,1,0,0.0,1,1,0,0,0,0.0
2016-05-25,105.77990378853563,107.2003809983562,105.50073663866446,106.6913070678711,4106982,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0086159287720652,0.8615928772065296,101.78411636352538,91.14364135742188,80.00760131835938,72.6393156771933,3.849779203634157,4.0387372948265305,101.78411636352538,107.46447848161375,96.103754245437,5454947.1,1.181400854720081,0.19289194638082724,4.277347571596968,13.603775050236957,7934.89990234375,0.0240099888812888,10908.5498046875,0.0052897077264812,2016,5,2,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.008615928772065296,0.04444973564692645,0.04277347571596968,104.30360717773438,1,103.56627349853515,1,1,0.21284095407990744,0.04277347571596968,0.13603775050236955,3476365.2,0,0,0,0,0.0,0.0,0,0,30,0,0,0,0,1,1,0,0.0,1,1,1,0,1,0.011697737231825878
2016-05-26,107.18395561617275,108.7111698868759,105.95233362922636,107.9393539428711,4975788,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0116977372318258,1.1697737231825878,102.45452919006348,91.69048156738282,80.17292602539062,82.77122329015069,3.946071310038477,4.02020409786892,102.45452919006348,107.67710244376389,97.23195593636308,5370708.9,1.3813279368932765,0.19378488374925826,6.178822994705713,14.183963687957911,8069.64990234375,0.0169819407501534,10882.2001953125,-0.0024155006711962,2016,5,3,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.011697737231825878,0.02566900746026013,0.06178822994705713,105.55986175537109,1,104.0720603942871,1,1,0.16680680089258054,0.06178822994705713,0.14183963687957912,3602176.2,0,0,0,0,0.0,0.0,0,0,30,0,0,0,0,1,1,0,0.0,1,1,1,0,1,0.0641258901455326
2016-05-27,108.48126084053304,117.74305949232831,108.11998306064972,114.8610610961914,14273718,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0641258901455326,6.4125890145532605,103.3909725189209,92.39381973266602,80.37166877746581,91.21174678147555,4.528703345119581,4.121903947319052,103.3909725189209,110.28825093238405,96.49369410545776,5705849.1,3.0574066099549446,0.2799899329045447,12.442717401265412,19.48240823051055,8156.64990234375,0.0107811368588284,11206.7998046875,0.0298284908887103,2016,5,4,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.0641258901455326,0.08584943798263,0.12442717401265413,108.1019271850586,1,105.23717346191407,1,1,0.3882088480034188,0.12442717401265413,0.19482408230510573,4668569.4,1,0,0,0,0.0,0.0,0,0,30,0,1,0,0,1,1,0,0.0,1,1,0,0,0,0.0
2016-05-30,115.59182867185294,116.56891745945669,112.66056982626584,115.1977081298828,4549752,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.00293090652723,0.2930906527230048,104.16237831115723,93.11029510498048,80.56815357208252,90.67703878510892,4.96042731437926,4.2896086207310935,104.16237831115724,112.62719600434323,95.69756061797122,5366188.5,0.930871171046569,0.2590798371919901,9.46398569497573,15.463745507379368,8178.5,0.0026788078338353,11175.0,-0.0028375455296523,2016,5,0,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.0029309065272300483,0.07972909223616886,0.0946398569497573,110.09386901855468,1,106.45976333618164,1,1,0.40831148751270974,0.0946398569497573,0.15463745507379367,4887627.0,0,0,0,0,0.0,0.0,0,0,30,1,0,0,0,1,1,0,0.0,1,1,1,0,1,0.02287963185319697
2016-05-31,115.77247451837526,118.53131096059656,115.6082607482042,117.83338928222656,8952624,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0228796318531969,2.287963185319697,105.02574577331544,93.90477355957032,80.77325973510742,91.3635476685439,5.452397270374533,4.522166350659782,105.02574577331544,115.27944582702288,94.772045719608,5257040.7,1.64381811032262,0.26490245019533415,11.394861153634906,17.170159266942363,8160.10009765625,-0.0022497893677019,10995.4501953125,-0.0160670966163311,2016,5,1,True,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,0.02287963185319697,0.09166291049501818,0.11394861153634905,112.50456390380859,1,107.96644897460938,1,1,0.39080415390157597,0.11394861153634905,0.17170159266942364,5446236.6,0,0,0,0,0.0,0.0,0,0,30,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0.0
2016-06-01,117.7430657500588,119.37701713763168,116.79061088161576,117.34073638916016,5438574,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.0041809278004083,-0.4180927800408351,105.79140396118164,94.69514663696287,80.97471210479736,88.97738813248178,5.736408289780101,4.7650147384838455,105.79140396118164,117.31120417169582,94.27160375066748,5079023.1,0.9610363678002329,0.2671778551326171,9.981534216760956,15.008848453722813,8179.9501953125,0.0024325801667495,10957.2001953125,-0.0034787115871168,2016,6,2,False,False,0.0,,0.0,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0.0,-0.004180927800408352,0.021588476279982505,0.09981534216760957,114.6344497680664,1,109.46902847290039,1,1,0.4273669934980796,0.09981534216760957,0.15008848453722812,5659071.0,0,0,0,0,0.0,0.0,0,0,30,0,0,0,0,1,1,0,0.0,0,1,0,0,0,0.0
