Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Company,Type,Source,Daily_Return,Daily_Return_Percent,MA_20,MA_50,MA_200,RSI,MACD,MACD_Signal,BB_Middle,BB_Upper,BB_Lower,Volume_MA_20,Volume_Ratio,Volatility_20D,Price_Change_5D,Price_Change_20D,NIFTY50_Close,NIFTY50_Return,NIFTY_PHARMA_Close,NIFTY_PHARMA_Return,Year,Month,Day_of_Week,Is_Month_End,Is_Quarter_End
2015-01-01 00:00:00+05:30,69.66876172747271,70.12035150175193,69.0611594656716,69.80013275146484,1496142,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,,,,,,,0.0,0.0,,,,,,,,,,,10923.25,,2015,1,3,False,False
2015-01-02 00:00:00+05:30,69.75907632028829,71.07280150303127,69.75907632028829,70.40773010253906,3961962,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.008704816554399253,0.8704816554399253,,,,,0.013631991851028147,0.007573328806126748,,,,,,,,,8395.4501953125,,10955.599609375,0.002961537031103356,2015,1,4,False,False
2015-01-05 00:00:00+05:30,70.28457324919707,71.10564967163258,70.28457324919707,70.50626373291016,1729986,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0013994717657790368,0.13994717657790368,,,,,0.020425385371027005,0.012840565103217016,,,,,,,,,8378.400390625,-0.0020308386436523884,10920.599609375,-0.0031947133199400346,2015,1,0,False,False
2015-01-06 00:00:00+05:30,69.80832543650001,70.10391768943002,67.79667890668635,68.11689758300781,2587974,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.03388870751900386,-3.388870751900386,,,,,-0.06325257519903005,-0.012936243942259628,,,,,,,,,8127.35009765625,-0.029963988501869876,10637.7998046875,-0.02589599608108739,2015,1,1,False,False
2015-01-07 00:00:00+05:30,68.02658323763934,68.58491751965785,66.06420444216297,66.40084075927734,4228686,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.025192821232635665,-2.5192821232635665,,,,,-0.1756761518118708,-0.061347687263776506,,,,,,,,,8102.10009765625,-0.0031067936900222026,10604.9501953125,-0.0030880078567115943,2015,1,2,False,False
2015-01-08 00:00:00+05:30,66.91812721395978,67.8623732678933,66.69643675391605,67.44361877441406,3145614,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0157042893314725,1.5704289331472499,,,,,-0.19536604169071836,-0.09767411258984063,,,,,,,-3.3760881020692968,,8234.599609375,0.016353724358093125,10737.599609375,0.012508254317038947,2015,1,3,False,False
2015-01-09 00:00:00+05:30,67.81310679718804,69.01188608891574,67.50930569042956,68.30575561523438,3810000,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.012783075055684545,1.2783075055684545,,,,,-0.16557199612293516,-0.1148572555613604,,,,,,,-2.985431406812089,,8284.5,0.006059844193054609,10934.5498046875,0.018342106474201536,2015,1,4,False,False
2015-01-12 00:00:00+05:30,68.47817917019637,69.3649484614566,67.6570953794408,69.02009582519531,2729310,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.010457979763591307,1.0457979763591307,,,,,-0.10895811260125754,-0.11343958057463972,,,,,,,-2.107852308476743,,8323.0,0.004647232784114941,10976.2001953125,0.0038090631410490072,2015,1,0,False,False
2015-01-13 00:00:00+05:30,70.29277532170919,70.7279474376803,69.63591274327297,70.10392761230469,5188932,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.015703133618567566,1.5703133618567566,,,,,-0.014323378500563422,-0.090543246177514,,,,,,,2.9170882700220835,,8299.400390625,-0.002835469106692301,10984.2998046875,0.0007379247126395594,2015,1,1,False,False
2015-01-14 00:00:00+05:30,70.01360939724226,70.59657767088278,69.31568772724954,69.57022094726562,3303558,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.007613077943230517,-0.7613077943230517,,,,,0.0255254715095532,-0.06453711563579592,,,,,,,4.773102496515391,,8277.5498046875,-0.0026327909136885097,10881.5498046875,-0.009354260337664067,2015,1,2,False,False
2015-01-15 00:00:00+05:30,69.95613769412256,71.26987048519986,69.14327008696112,70.63763427734375,2786424,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.01534296306011762,1.534296306011762,,,,,0.1108299642970394,-0.026167800582776044,,,,,,,4.73583055146114,,8494.150390625,0.026167234392820093,10936.2998046875,0.005031452410980464,2015,1,3,False,False
2015-01-16 00:00:00+05:30,70.4487851856599,71.02354468009571,69.7919225614653,70.61299896240234,2931264,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.0003487562287927126,-0.03487562287927126,,,,,0.17050988290925773,0.016070317487750684,,,,,,,3.3778168858341173,,8513.7998046875,0.0023132877520259942,11101.150390625,0.015073707641668932,2015,1,4,False,False
2015-01-19 00:00:00+05:30,70.77720501854598,71.66396673926658,70.46518763407317,70.89215087890625,3474804,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0039532652713496486,0.39532652713496486,,,,,0.22827702430944896,0.06098062935748109,,,,,,,2.7123333158682206,,8550.7001953125,0.004334185847861161,11249.2998046875,0.013345410957373627,2015,1,0,False,False
2015-01-20 00:00:00+05:30,70.99069964553391,71.43408058711583,69.84118069356852,70.43235778808594,2585316,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.006485810983584139,-0.6485810983584139,,,,52.90562189993247,0.24190381016930473,0.09882989377294882,,,,,,,0.46849040698200284,,8695.599609375,0.016945912118627948,11290.650390625,0.003675836421416223,2015,1,1,False,False
2015-01-21 00:00:00+05:30,70.61300305934846,71.1302858826308,69.21716708298959,69.98898315429688,2291508,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.006295041763660247,-0.6295041763660247,,,,50.83394481874764,0.22278342336436197,0.12452465368469968,,,,,,,0.60192737830842,,8729.5,0.0038985684884169647,11320.849609375,0.0026747102872899386,2015,1,2,False,False
2015-01-22 00:00:00+05:30,70.35024558668616,71.26985762275051,68.92155964889119,69.84938049316406,6769236,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.001994637653543907,-0.1994637653543907,,,,47.42807942365138,0.19700799141527625,0.13944118423987722,,,,,,,-1.1159119246332283,,8761.400390625,0.0036543204794088346,11509.5,0.01666397815838616,2015,1,3,False,False
2015-01-23 00:00:00+05:30,69.38136993648605,69.46348057529515,67.46004262959093,67.83773803710938,9542958,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.028799717933812752,-2.879971793381275,,,,39.549807141299254,0.05041618705604378,0.12122601567121905,,,,,,,-3.9302408424412683,,8835.599609375,0.008468876599840858,11581.099609375,0.006220913973239428,2015,1,4,False,False
2015-01-27 00:00:00+05:30,67.13981456381197,67.65709729143418,66.46653440600046,67.2465591430664,7389474,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.008714602095364343,-0.8714602095364343,,,,46.032968125896765,-0.09974210461903965,0.07622166531112015,,,,,,,-5.142447634389069,,8910.5,0.00847711461998868,11583.25,0.0001856810404479159,2015,1,1,False,False
2015-01-28 00:00:00+05:30,67.00844173593444,67.64888664236425,66.96739017738176,67.3532943725586,4175184,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0015872221694661626,0.15872221694661626,,,,55.087718726260846,-0.20708005406635266,0.01873281985815379,,,,,,,-4.371660288288948,,8914.2998046875,0.0004264412420740271,11577.75,-0.00047482355988170966,2015,1,2,False,False
2015-01-29 00:00:00+05:30,67.17266799056613,68.14974928065564,67.07413221516784,67.30403900146484,3593808,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.0007312986180200154,-0.07312986180200154,69.09153099060059,,,49.1658710640467,-0.2905222731397714,-0.04383960973820261,69.09153099060059,71.9692332179844,66.21382876321678,3886107.0,0.9247835944815724,,-3.836238264689218,,8952.349609375,0.0042684008302582566,11752.0498046875,0.01505472174537359,2015,1,3,False,False
2015-01-30 00:00:00+05:30,67.65709874889717,68.78198367342603,67.36151398190552,68.10869598388672,3130188,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.011955552658650337,1.1955552658650337,69.00695915222168,,,48.8142250754968,-0.2982744440194409,-0.09520029530550542,69.00695915222168,71.89637207012015,66.11754623432321,3967809.3,0.7888957768207258,0.23170194022193918,-2.4920543274506213,-2.4232572359149662,8808.900390625,-0.01602363904552817,11693.5498046875,-0.0049778550101673424,2015,1,4,False,False
2015-02-02 00:00:00+05:30,67.98553167439582,70.29277062971137,67.98553167439582,69.32389068603516,4371726,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.01784199043299739,1.784199043299739,68.95276718139648,,,51.72411404205351,-0.21921146642387157,-0.1201868981161061,68.95276718139648,71.77134873006678,66.13418563272619,3988297.5,1.0961383898768835,0.238997727411995,2.190746171567226,-1.5393755982836654,8797.400390625,-0.0013054977908750764,11627.650390625,-0.005635535415950743,2015,2,0,False,False
2015-02-03 00:00:00+05:30,69.78368345495119,70.61297591193484,68.99545006666871,69.9150619506836,4219668,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.00852767002541488,0.852767002541488,68.92320709228515,,,48.86465057104567,-0.11513262755092057,-0.11917004154131063,68.92320709228515,71.68501782386055,66.16139636070976,4112781.6,1.0259888344180492,0.24114483441961998,3.9682369501463644,-0.8385095889723138,8756.5498046875,-0.004643483770618517,11520.0,-0.009258137887581785,2015,2,1,False,False
2015-02-04 00:00:00+05:30,70.11213237597835,70.94142499805292,69.79191367280725,70.16960906982422,4199268,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.003640805171855277,0.3640805171855277,69.02584266662598,,,53.72830183665005,-0.015438633666065016,-0.09832532356876308,69.02584266662598,71.81392990374263,66.23775542950932,4193346.3,1.001412165744575,0.2060814924151697,4.181406007681576,3.0135128868941097,8723.7001953125,-0.003751432939651078,11625.7001953125,0.009175364176432277,2015,2,2,False,False
2015-02-05 00:00:00+05:30,70.58014525524011,70.77720927397776,68.17437809244457,69.02009582519531,4394418,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.016381924594806474,-1.6381924594806474,69.15680541992188,,,40.04034334118779,-0.017629068684271942,-0.08212486900495335,69.15680541992188,71.65691774396723,66.65669309587653,4201632.9,1.0458833754848025,0.19285649972122865,2.549708530409478,3.9446112970369374,8711.7001953125,-0.0013755630903555804,11522.099609375,-0.008911341613580537,2015,2,3,False,False
2015-02-06 00:00:00+05:30,68.83124988560736,69.08579063087664,67.32867694542826,67.6571044921875,3071064,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,-0.01974774617033004,-1.9747746170330038,69.16747970581055,,,34.374911779058465,-0.11483211725766296,-0.08868614890720414,69.16747970581055,71.63844726992161,66.69651214169949,4197905.4,0.7315705589744828,0.20037085680005795,-0.6630452766355321,0.31653953576764593,8661.0498046875,-0.005814064934449137,11322.9501953125,-0.017284125360317204,2015,2,4,False,False
2015-02-09 00:00:00+05:30,67.46004796413195,68.19081241081449,66.77855140807564,67.6571044921875,2007228,0.0,0.0,BIOCON.NS,Biocon Limited,stock,Yahoo Finance,0.0,0.0,69.1350471496582,,,32.37926322893361,-0.18922516787557697,-0.10884268822250338,69.1350471496582,71.66984126783774,66.60025303147867,4107766.8,0.48864214979292403,0.1948132103160515,-2.4043460015775175,-0.949628793656454,8526.349609375,-0.01555240973670402,11289.400390625,-0.0029629914561832837,2015,2,0,False,False
