Model,Total_Return,Annualized_Return,Volatility,Sharpe_Ratio,Win_Rate,Max_Drawdown,Number_of_Trades,Buy_Threshold,Sell_Threshold
Final_Model,0.07883107539131966,0.03842443133193917,0.2182568642902117,0.1760514220567514,0.5058365758754864,-0.2097561018702081,258,-0.011913898473536633,-0.018292240917078588
