Date,Close,Next_Day_Up
2025-06-17,352.6499938964844,0
2025-06-18,342.0,1
2025-06-19,348.6000061035156,1
2025-06-20,351.3500061035156,1
2025-06-23,352.20001220703125,0
2025-06-24,349.20001220703125,1
2025-06-25,351.3999938964844,0
2025-06-26,350.5,1
2025-06-27,354.3999938964844,1
2025-06-30,355.70001220703125,0
